,DOI,Topic,Weight
5808,10.2307/29737533,44,0.0157546841838
5809,10.2307/29737533,45,0.0513795726628
5810,10.2307/29737533,47,0.00401722686408
5811,10.2307/29737533,48,0.0206934160755
5812,10.2307/29737533,51,0.00177662885643
5813,10.2307/29737533,53,0.0685689382556
5814,10.2307/29737533,57,0.00677063719021
5815,10.2307/29737533,74,0.00173672572824
5816,10.2307/29737533,77,0.0420047564559
5817,10.2307/29737533,78,0.00433288710822
5818,10.2307/29737533,83,0.00566463441397
5819,10.2307/29737533,85,0.00375778823774
5820,10.2307/29737533,87,0.00246768478069
5821,10.2307/29737533,91,0.00170898077433
5822,10.2307/29737533,95,0.00171113101841
5823,10.2307/29737533,101,0.00414987850648
5824,10.2307/29737533,108,0.00779684722406
5825,10.2307/29737533,111,0.0354886231674
5826,10.2307/29737533,117,0.0432645939604
5827,10.2307/29737533,124,0.01172859939
5828,10.2307/29737533,127,0.310922751898
5829,10.2307/29737533,130,0.00195995388015
5830,10.2307/29737533,134,0.0206238874627
5831,10.2307/29737533,135,0.00279652081374
5832,10.2307/29737533,136,0.00483645580141
5833,10.2307/29737533,142,0.00198144147415
5834,10.2307/29737533,145,0.00465650712967
5835,10.2307/29737533,158,0.0969562340571
5836,10.2307/29737533,161,0.00642269482861
5837,10.2307/29737533,163,0.00206261813101
5838,10.2307/29737533,164,0.00161955736172
5839,10.2307/29737533,178,0.00872453739422
5840,10.2307/29737533,179,0.0165543716401
5841,10.2307/29737533,185,0.0661270814929
5842,10.2307/29737533,192,0.00918775629045
5843,10.2307/29737533,193,0.0360670983751
5844,10.2307/29737534,11,0.0247276368857
5845,10.2307/29737534,39,0.0471980406084
5846,10.2307/29737534,47,0.0133756955391
5847,10.2307/29737534,53,0.0200579747426
5848,10.2307/29737534,64,0.0718808807276
5849,10.2307/29737534,67,0.033430488244
5850,10.2307/29737534,78,0.286375697281
5851,10.2307/29737534,79,0.235901214312
5852,10.2307/29737534,114,0.0124194932055
5853,10.2307/29737534,120,0.0592642177777
5854,10.2307/29737534,149,0.0515681032251
5855,10.2307/29737534,161,0.0461648366813
5856,10.2307/29737534,193,0.0881801207682
5857,10.2307/29737534,199,0.0094556000018
5858,10.2307/29737535,9,0.0036244892558
5859,10.2307/29737535,10,0.00335396806528
5860,10.2307/29737535,21,0.00985449186514
5861,10.2307/29737535,23,0.0155632403161
5862,10.2307/29737535,25,0.0225012792987
5863,10.2307/29737535,28,0.0241323629092
5864,10.2307/29737535,31,0.00522829092742
5865,10.2307/29737535,32,0.0366018137095
5866,10.2307/29737535,35,0.00522829092742
5867,10.2307/29737535,44,0.0171522604107
5868,10.2307/29737535,47,0.00505859306998
5869,10.2307/29737535,48,0.00396322656942
5870,10.2307/29737535,51,0.00929443291329
5871,10.2307/29737535,57,0.0293060843792
5872,10.2307/29737535,58,0.0416917499934
5873,10.2307/29737535,63,0.0112821614357
5874,10.2307/29737535,68,0.00455323911694
5875,10.2307/29737535,69,0.00631177772073
5876,10.2307/29737535,76,0.0184581814822
5877,10.2307/29737535,77,0.154321528309
5878,10.2307/29737535,78,0.016176380037
5879,10.2307/29737535,81,0.0102937454518
5880,10.2307/29737535,83,0.00507000935618
5881,10.2307/29737535,111,0.0150263824028
5882,10.2307/29737535,117,0.0121099090073
5883,10.2307/29737535,127,0.145336336201
5884,10.2307/29737535,134,0.0165761364223
5885,10.2307/29737535,149,0.00399459094854
5886,10.2307/29737535,152,0.00780104500079
5887,10.2307/29737535,158,0.0641682850764
5888,10.2307/29737535,159,0.00533121695013
5889,10.2307/29737535,163,0.0761956108064
5890,10.2307/29737535,177,0.0998597932083
5891,10.2307/29737535,178,0.0047657646835
5892,10.2307/29737535,179,0.0208423914958
5893,10.2307/29737535,181,0.00556394702303
5894,10.2307/29737535,186,0.0317725257025
5895,10.2307/29737535,189,0.00708000888218
5896,10.2307/29737535,193,0.016021793318
5897,10.2307/29737535,195,0.00853266535044
5898,10.2307/29737536,10,0.034633445345
5899,10.2307/29737536,15,0.0321805863886
5900,10.2307/29737536,51,0.136634906193
5901,10.2307/29737536,57,0.386621900749
5902,10.2307/29737536,69,0.0379302987812
5903,10.2307/29737536,88,0.0848996277254
5904,10.2307/29737536,104,0.0230944583191
5905,10.2307/29737536,111,0.0197976048831
5906,10.2307/29737536,124,0.0963279346717
5907,10.2307/29737536,158,0.032985018627
5908,10.2307/29737536,163,0.0935907381626
5909,10.2307/29737536,177,0.0213034801542
5910,10.2307/29737537,0,0.0328136168312
5911,10.2307/29737537,25,0.0334961289183
5912,10.2307/29737537,51,0.170350974927
5913,10.2307/29737537,57,0.199270174963
5914,10.2307/29737537,69,0.0610719278343
5915,10.2307/29737537,77,0.0792608679661
5916,10.2307/29737537,107,0.217678823955
5917,10.2307/29737537,124,0.0983953139728
5918,10.2307/29737537,158,0.0501693667417
5919,10.2307/29737537,163,0.0214423440216
5920,10.2307/29737537,186,0.0360504598688
5921,10.2307/4331802,6,0.00198044004909
5922,10.2307/4331802,15,0.00526442430543
5923,10.2307/4331802,23,0.00215590747772
5924,10.2307/4331802,25,0.00341687996805
5925,10.2307/4331802,31,0.00226761252838
5926,10.2307/4331802,35,0.00316021292819
5927,10.2307/4331802,44,0.00547013880394
5928,10.2307/4331802,47,0.00883245755534
5929,10.2307/4331802,48,0.0149523723098
5930,10.2307/4331802,51,0.0294719234665
5931,10.2307/4331802,53,0.00504778605243
5932,10.2307/4331802,64,0.00357629381139
5933,10.2307/4331802,66,0.0215893060083
5934,10.2307/4331802,77,0.0873031637563
5935,10.2307/4331802,78,0.0283039699722
5936,10.2307/4331802,83,0.00457240539951
5937,10.2307/4331802,85,0.00279125370645
5938,10.2307/4331802,88,0.00725798376183
5939,10.2307/4331802,104,0.00410543030939
5940,10.2307/4331802,108,0.00672999205776
5941,10.2307/4331802,111,0.018627009789
5942,10.2307/4331802,123,0.00260177566116
5943,10.2307/4331802,124,0.0104796970016
5944,10.2307/4331802,128,0.00373958529838
5945,10.2307/4331802,134,0.0256845091983
5946,10.2307/4331802,158,0.0327368487376
5947,10.2307/4331802,161,0.00740696750752
5948,10.2307/4331802,163,0.0134689599687
5949,10.2307/4331802,166,0.415851891382
5950,10.2307/4331802,172,0.00656785287185
5951,10.2307/4331802,177,0.00760371741729
5952,10.2307/4331802,178,0.153179478534
5953,10.2307/4331802,179,0.0332444045824
5954,10.2307/4331802,186,0.0066812215938
5955,10.2307/4331802,192,0.00516338828231
5956,10.2307/4331802,193,0.00871273794663
5957,10.2307/4331775,6,0.0549860671056
5958,10.2307/4331775,33,0.0266281589341
5959,10.2307/4331775,35,0.331584161907
5960,10.2307/4331775,51,0.0839307028213
5961,10.2307/4331775,57,0.372732327429
5962,10.2307/4331775,69,0.0275067731998
5963,10.2307/4331775,114,0.0220109144186
5964,10.2307/4331775,133,0.0266281589341
5965,10.2307/4331775,161,0.0216384976722
5966,10.2307/4331775,177,0.0323542375779
5967,10.2307/4331806,6,0.0054912739339
5968,10.2307/4331806,15,0.00751519045274
5969,10.2307/4331806,18,0.00352011009548
5970,10.2307/4331806,21,0.00555238590619
5971,10.2307/4331806,22,0.00352011009548
5972,10.2307/4331806,25,0.00876543686621
5973,10.2307/4331806,32,0.0066625731638
5974,10.2307/4331806,33,0.218158122558
5975,10.2307/4331806,35,0.0137879181537
5976,10.2307/4331806,47,0.00689587353373
5977,10.2307/4331806,51,0.0239878938006
5978,10.2307/4331806,53,0.0235136507288
5979,10.2307/4331806,55,0.00459852532704
5980,10.2307/4331806,57,0.0794827113156
5981,10.2307/4331806,58,0.0557930688365
5982,10.2307/4331806,66,0.00596161859633
5983,10.2307/4331806,67,0.00498560139251
5984,10.2307/4331806,69,0.0443005882184
5985,10.2307/4331806,77,0.116241971576
5986,10.2307/4331806,78,0.0342340211727
5987,10.2307/4331806,81,0.0381609903922
5988,10.2307/4331806,83,0.00491018674513
5989,10.2307/4331806,107,0.024066606567
5990,10.2307/4331806,124,0.0184815060352
5991,10.2307/4331806,134,0.0178535210378
5992,10.2307/4331806,145,0.00459852532704
5993,10.2307/4331806,158,0.0545677929039
5994,10.2307/4331806,161,0.0381927872919
5995,10.2307/4331806,163,0.0654822148222
5996,10.2307/4331806,177,0.0117850316158
5997,10.2307/4331806,186,0.0158801041074
5998,10.2307/4331806,192,0.00395314260644
5999,10.2307/4331806,193,0.0290989448247
6000,10.2307/4331807,47,0.0336686725943
6001,10.2307/4331807,57,0.542271091387
6002,10.2307/4331807,73,0.0356690287542
6003,10.2307/4331807,108,0.163020566691
6004,10.2307/4331807,134,0.115188654386
6005,10.2307/4331807,158,0.110181986188
6006,10.1007/s10739-012-9335-7,4,0.0858131069132
6007,10.1007/s10739-012-9335-7,12,0.00286795828448
6008,10.1007/s10739-012-9335-7,26,0.00430091388702
6009,10.1007/s10739-012-9335-7,34,0.0354134104009
6010,10.1007/s10739-012-9335-7,36,0.00285319006858
6011,10.1007/s10739-012-9335-7,46,0.012553377847
6012,10.1007/s10739-012-9335-7,47,0.00228331239865
6013,10.1007/s10739-012-9335-7,49,0.00409195264799
6014,10.1007/s10739-012-9335-7,54,0.00328022228143
6015,10.1007/s10739-012-9335-7,56,0.00304327601585
6016,10.1007/s10739-012-9335-7,63,0.0022920158421
6017,10.1007/s10739-012-9335-7,67,0.00279426342492
6018,10.1007/s10739-012-9335-7,100,0.627509808482
6019,10.1007/s10739-012-9335-7,111,0.00613631343876
6020,10.1007/s10739-012-9335-7,114,0.00640383416992
6021,10.1007/s10739-012-9335-7,124,0.00365193121902
6022,10.1007/s10739-012-9335-7,145,0.0243571744672
6023,10.1007/s10739-012-9335-7,158,0.0038261874557
6024,10.1007/s10739-012-9335-7,160,0.00225383445482
6025,10.1007/s10739-012-9335-7,173,0.00226139513027
6026,10.1007/s10739-012-9335-7,178,0.00242129175565
6027,10.1007/s10739-012-9335-7,179,0.103207550736
6028,10.1007/s10739-012-9335-7,183,0.0193911385679
6029,10.1007/s10739-012-9335-7,185,0.00331545757318
6030,10.1007/s10739-012-9335-7,193,0.026463076442
6031,10.1007/s10739-012-9335-7,197,0.00721400609525
6032,10.2307/4331772,19,0.0338617657912
6033,10.2307/4331772,23,0.0200155189888
6034,10.2307/4331772,25,0.0184770471218
6035,10.2307/4331772,51,0.100628880696
6036,10.2307/4331772,57,0.332603660606
6037,10.2307/4331772,69,0.260029998578
6038,10.2307/4331772,108,0.0202864609787
6039,10.2307/4331772,124,0.0404158278405
6040,10.2307/4331772,149,0.0747589032661
6041,10.2307/4331772,158,0.0424356093419
6042,10.2307/4331772,193,0.0261694064565
6043,10.2307/4331772,197,0.0303169203342
6044,10.2307/4331805,15,0.0146668462105
6045,10.2307/4331805,21,0.00331964702171
6046,10.2307/4331805,25,0.0602709908413
6047,10.2307/4331805,35,0.00568829931196
6048,10.2307/4331805,45,0.00746184675167
6049,10.2307/4331805,47,0.00651415648928
6050,10.2307/4331805,48,0.00517730313513
6051,10.2307/4331805,53,0.045029672616
6052,10.2307/4331805,57,0.00546990936896
6053,10.2307/4331805,63,0.00501681581912
6054,10.2307/4331805,64,0.0172419217636
6055,10.2307/4331805,67,0.0335913869334
6056,10.2307/4331805,68,0.33702188553
6057,10.2307/4331805,77,0.0501815004479
6058,10.2307/4331805,78,0.00986064563402
6059,10.2307/4331805,80,0.0028682915056
6060,10.2307/4331805,90,0.00217801550252
6061,10.2307/4331805,101,0.00645748618718
6062,10.2307/4331805,104,0.00285820298219
6063,10.2307/4331805,111,0.00996898229041
6064,10.2307/4331805,130,0.00232578599553
6065,10.2307/4331805,134,0.00355418730042
6066,10.2307/4331805,141,0.0264021932604
6067,10.2307/4331805,146,0.0197765541855
6068,10.2307/4331805,158,0.0905912415074
6069,10.2307/4331805,161,0.0236629616355
6070,10.2307/4331805,163,0.00901156218055
6071,10.2307/4331805,171,0.0460327780749
6072,10.2307/4331805,177,0.00626795074395
6073,10.2307/4331805,186,0.00277441342587
6074,10.2307/4331805,193,0.0925057486528
6075,10.2307/4331805,195,0.0462508166948
6076,10.1007/s10739-012-9338-4,0,0.00116835281591
6077,10.1007/s10739-012-9338-4,2,0.00103867991736
6078,10.1007/s10739-012-9338-4,5,0.00112599821013
6079,10.1007/s10739-012-9338-4,10,0.00106482788286
6080,10.1007/s10739-012-9338-4,14,0.00111437795897
6081,10.1007/s10739-012-9338-4,15,0.114889774071
6082,10.1007/s10739-012-9338-4,18,0.005285444247
6083,10.1007/s10739-012-9338-4,21,0.00595541819772
6084,10.1007/s10739-012-9338-4,24,0.00456674690843
6085,10.1007/s10739-012-9338-4,25,0.0177631678857
6086,10.1007/s10739-012-9338-4,28,0.00348514301302
6087,10.1007/s10739-012-9338-4,29,0.00120227251622
6088,10.1007/s10739-012-9338-4,30,0.00156126169851
6089,10.1007/s10739-012-9338-4,35,0.0034230437344
6090,10.1007/s10739-012-9338-4,42,0.00134945371866
6091,10.1007/s10739-012-9338-4,47,0.0053123536522
6092,10.1007/s10739-012-9338-4,48,0.00747753906674
6093,10.1007/s10739-012-9338-4,53,0.0130187948057
6094,10.1007/s10739-012-9338-4,55,0.00334452315231
6095,10.1007/s10739-012-9338-4,57,0.00229571980593
6096,10.1007/s10739-012-9338-4,63,0.00782414421081
6097,10.1007/s10739-012-9338-4,64,0.0163784618147
6098,10.1007/s10739-012-9338-4,77,0.0118195408465
6099,10.1007/s10739-012-9338-4,78,0.0214460989649
6100,10.1007/s10739-012-9338-4,80,0.00246038205434
6101,10.1007/s10739-012-9338-4,94,0.00950216747027
6102,10.1007/s10739-012-9338-4,101,0.225056254402
6103,10.1007/s10739-012-9338-4,108,0.00262364698734
6104,10.1007/s10739-012-9338-4,109,0.00122374166829
6105,10.1007/s10739-012-9338-4,111,0.00102794300137
6106,10.1007/s10739-012-9338-4,119,0.00134594244393
6107,10.1007/s10739-012-9338-4,124,0.0103707940581
6108,10.1007/s10739-012-9338-4,131,0.00373766999411
6109,10.1007/s10739-012-9338-4,132,0.00182657439891
6110,10.1007/s10739-012-9338-4,134,0.00323454781408
6111,10.1007/s10739-012-9338-4,141,0.00302929909699
6112,10.1007/s10739-012-9338-4,145,0.012843457791
6113,10.1007/s10739-012-9338-4,150,0.0191878179858
6114,10.1007/s10739-012-9338-4,157,0.00244452926192
6115,10.1007/s10739-012-9338-4,158,0.01162321015
6116,10.1007/s10739-012-9338-4,161,0.0472797706278
6117,10.1007/s10739-012-9338-4,167,0.0015658111164
6118,10.1007/s10739-012-9338-4,170,0.269515270827
6119,10.1007/s10739-012-9338-4,176,0.00141937656749
6120,10.1007/s10739-012-9338-4,177,0.0518893187791
6121,10.1007/s10739-012-9338-4,179,0.0328861694295
6122,10.1007/s10739-012-9338-4,185,0.00179409198131
6123,10.1007/s10739-012-9338-4,186,0.0269988004814
6124,10.1007/s10739-012-9338-4,196,0.00120227251622
6125,10.1007/s10739-013-9362-z,6,0.00255475235066
6126,10.1007/s10739-013-9362-z,35,0.00319290864142
6127,10.1007/s10739-013-9362-z,47,0.00413614231529
6128,10.1007/s10739-013-9362-z,48,0.0033106524163
6129,10.1007/s10739-013-9362-z,51,0.011337709424
6130,10.1007/s10739-013-9362-z,57,0.00349725863563
6131,10.1007/s10739-013-9362-z,58,0.00245031705819
6132,10.1007/s10739-013-9362-z,60,0.00349725863563
6133,10.1007/s10739-013-9362-z,64,0.0322260361244
6134,10.1007/s10739-013-9362-z,69,0.124685175052
6135,10.1007/s10739-013-9362-z,77,0.00507676595411
6136,10.1007/s10739-013-9362-z,78,0.107063134377
6137,10.1007/s10739-013-9362-z,88,0.00310210673647
6138,10.1007/s10739-013-9362-z,100,0.00256615163368
6139,10.1007/s10739-013-9362-z,104,0.0125870489948
6140,10.1007/s10739-013-9362-z,107,0.0199689084854
6141,10.1007/s10739-013-9362-z,108,0.022501472627
6142,10.1007/s10739-013-9362-z,121,0.00270833711608
6143,10.1007/s10739-013-9362-z,122,0.00295438736807
6144,10.1007/s10739-013-9362-z,134,0.0432127263886
6145,10.1007/s10739-013-9362-z,137,0.00270926233159
6146,10.1007/s10739-013-9362-z,145,0.0152861162495
6147,10.1007/s10739-013-9362-z,156,0.44753578024
6148,10.1007/s10739-013-9362-z,158,0.0256184626035
6149,10.1007/s10739-013-9362-z,161,0.0106689607977
6150,10.1007/s10739-013-9362-z,163,0.00541459249725
6151,10.1007/s10739-013-9362-z,179,0.00298018987783
6152,10.1007/s10739-013-9362-z,193,0.0278619344641
6153,10.1007/s10739-013-9362-z,197,0.0492954506034
6154,10.2307/4330776,0,0.112260440918
6155,10.2307/4330776,4,0.00308522456774
6156,10.2307/4330776,5,0.104979373661
6157,10.2307/4330776,8,0.0180786762442
6158,10.2307/4330776,15,0.00328604394915
6159,10.2307/4330776,21,0.0188181474365
6160,10.2307/4330776,24,0.0122091536394
6161,10.2307/4330776,25,0.0872460308787
6162,10.2307/4330776,28,0.00358003339848
6163,10.2307/4330776,47,0.00343256773099
6164,10.2307/4330776,48,0.00882340018208
6165,10.2307/4330776,53,0.0128606592827
6166,10.2307/4330776,62,0.00399391009195
6167,10.2307/4330776,63,0.00292834874226
6168,10.2307/4330776,67,0.046876864307
6169,10.2307/4330776,77,0.0360754193669
6170,10.2307/4330776,78,0.00438363027632
6171,10.2307/4330776,101,0.0993911225783
6172,10.2307/4330776,108,0.0383859136615
6173,10.2307/4330776,123,0.134792087121
6174,10.2307/4330776,158,0.174326369546
6175,10.2307/4330776,161,0.0103768797714
6176,10.2307/4330776,163,0.00305149405984
6177,10.2307/4330776,164,0.00783790755542
6178,10.2307/4330776,177,0.0308748338149
6179,10.2307/4330776,179,0.00677718268523
6180,10.2307/4330776,193,0.0112682845342
6181,10.2307/4331378,8,0.00343786071713
6182,10.2307/4331378,11,0.00218553347852
6183,10.2307/4331378,18,0.00181504285821
6184,10.2307/4331378,21,0.0066522250321
6185,10.2307/4331378,23,0.00515474317614
6186,10.2307/4331378,25,0.0477768253776
6187,10.2307/4331378,27,0.00750936095419
6188,10.2307/4331378,39,0.0037950794385
6189,10.2307/4331378,47,0.00154210408254
6190,10.2307/4331378,48,0.00630730233951
6191,10.2307/4331378,53,0.0445848780799
6192,10.2307/4331378,62,0.00115082536139
6193,10.2307/4331378,63,0.0106913895775
6194,10.2307/4331378,64,0.0020810763968
6195,10.2307/4331378,66,0.00305896725418
6196,10.2307/4331378,67,0.0056647114243
6197,10.2307/4331378,72,0.00194925958895
6198,10.2307/4331378,77,0.0578719351215
6199,10.2307/4331378,78,0.0030085047636
6200,10.2307/4331378,85,0.00771580469982
6201,10.2307/4331378,86,0.0014240170462
6202,10.2307/4331378,99,0.0101815773656
6203,10.2307/4331378,101,0.0191801676287
6204,10.2307/4331378,108,0.00523965202464
6205,10.2307/4331378,111,0.0135293594097
6206,10.2307/4331378,112,0.393983705479
6207,10.2307/4331378,124,0.0105614786515
6208,10.2307/4331378,130,0.00160260168775
6209,10.2307/4331378,134,0.00320405947707
6210,10.2307/4331378,140,0.00747614173797
6211,10.2307/4331378,158,0.053349924873
6212,10.2307/4331378,163,0.00407932388228
6213,10.2307/4331378,168,0.0209662511657
6214,10.2307/4331378,174,0.00521116372184
6215,10.2307/4331378,177,0.001589215416
6216,10.2307/4331378,179,0.161316414805
6217,10.2307/4331378,185,0.00185267211288
6218,10.2307/4331378,189,0.00541566940272
6219,10.2307/4331378,193,0.0109091009518
6220,10.2307/4331378,194,0.0432946038855
6221,10.2307/4331378,199,0.00167946955307
6222,10.2307/4331379,15,0.0355314042632
6223,10.2307/4331379,21,0.0194319898775
6224,10.2307/4331379,25,0.0794904127545
6225,10.2307/4331379,31,0.0457092500436
6226,10.2307/4331379,47,0.00885345175921
6227,10.2307/4331379,48,0.0257394295774
6228,10.2307/4331379,55,0.011676586441
6229,10.2307/4331379,71,0.00688711044678
6230,10.2307/4331379,77,0.208736024061
6231,10.2307/4331379,80,0.0349309058193
6232,10.2307/4331379,83,0.0221712651385
6233,10.2307/4331379,101,0.0175314531854
6234,10.2307/4331379,130,0.045354872852
6235,10.2307/4331379,141,0.0236329599816
6236,10.2307/4331379,145,0.00361788399897
6237,10.2307/4331379,150,0.00347052317906
6238,10.2307/4331379,161,0.00639552511867
6239,10.2307/4331379,177,0.0846668955371
6240,10.2307/4331379,179,0.0428904641242
6241,10.2307/4331379,185,0.113406625508
6242,10.2307/4331379,186,0.144602618506
6243,10.2307/4331379,192,0.00545163285666
6244,10.2307/4331379,196,0.0098207149706
6245,10.2307/4331370,40,0.38793232828
6246,10.2307/4331370,51,0.0676207199595
6247,10.2307/4331370,53,0.0380926471453
6248,10.2307/4331370,57,0.241768959263
6249,10.2307/4331370,77,0.0430425391473
6250,10.2307/4331370,111,0.0299357633883
6251,10.2307/4331370,134,0.0936700585068
6252,10.2307/4331370,178,0.04353056965
6253,10.2307/4331370,191,0.0544064146594
6254,10.2307/4331371,0,0.0197908986842
6255,10.2307/4331371,21,0.066592764446
6256,10.2307/4331371,51,0.122547599869
6257,10.2307/4331371,57,0.245672224487
6258,10.2307/4331371,116,0.114555655472
6259,10.2307/4331371,141,0.0835384570868
6260,10.2307/4331371,158,0.0503490528742
6261,10.2307/4331371,161,0.086902657548
6262,10.2307/4331371,165,0.045252701455
6263,10.2307/4331371,178,0.0416229892922
6264,10.2307/4331371,179,0.0615639614266
6265,10.2307/4331371,189,0.0616110373584
6266,10.2307/4331372,51,0.0357974536045
6267,10.2307/4331372,57,0.163726222837
6268,10.2307/4331372,73,0.0238649690696
6269,10.2307/4331372,107,0.041346190757
6270,10.2307/4331372,124,0.679685950052
6271,10.2307/4331372,161,0.0555792136806
6272,10.2307/4331373,16,0.188813128818
6273,10.2307/4331373,30,0.0256211842757
6274,10.2307/4331373,57,0.072332400378
6275,10.2307/4331373,78,0.0421747186865
6276,10.2307/4331373,88,0.0632269909097
6277,10.2307/4331373,90,0.0478114171593
6278,10.2307/4331373,121,0.028139870538
6279,10.2307/4331373,130,0.0250852612323
6280,10.2307/4331373,136,0.021953518257
6281,10.2307/4331373,161,0.217775058376
6282,10.2307/4331373,163,0.0990898211316
6283,10.2307/4331373,166,0.110612033332
6284,10.2307/4331373,179,0.0222073022936
6285,10.2307/4331373,185,0.0351572946123
6286,10.2307/4331376,3,0.00257935606784
6287,10.2307/4331376,5,0.0073094971979
6288,10.2307/4331376,10,0.00320118342771
6289,10.2307/4331376,12,0.00316699769138
6290,10.2307/4331376,13,0.00315056863923
6291,10.2307/4331376,23,0.00466730359154
6292,10.2307/4331376,25,0.00267159993843
6293,10.2307/4331376,26,0.0118073797572
6294,10.2307/4331376,40,0.327858347252
6295,10.2307/4331376,44,0.030192477117
6296,10.2307/4331376,45,0.00391992320982
6297,10.2307/4331376,47,0.00589163583673
6298,10.2307/4331376,48,0.00227029745082
6299,10.2307/4331376,51,0.0139873976937
6300,10.2307/4331376,53,0.0245902728209
6301,10.2307/4331376,62,0.0123447695048
6302,10.2307/4331376,64,0.0501264589983
6303,10.2307/4331376,67,0.0585061636912
6304,10.2307/4331376,74,0.00250305854076
6305,10.2307/4331376,77,0.032731686196
6306,10.2307/4331376,78,0.00505076237423
6307,10.2307/4331376,79,0.00277161720557
6308,10.2307/4331376,82,0.00275267259165
6309,10.2307/4331376,85,0.00515227982628
6310,10.2307/4331376,90,0.0116226830033
6311,10.2307/4331376,95,0.00687403459483
6312,10.2307/4331376,101,0.00747044010194
6313,10.2307/4331376,108,0.00374093128243
6314,10.2307/4331376,111,0.0244903586041
6315,10.2307/4331376,112,0.00273504933234
6316,10.2307/4331376,114,0.0126945460982
6317,10.2307/4331376,117,0.00699407448933
6318,10.2307/4331376,123,0.0034862295781
6319,10.2307/4331376,127,0.00287515040992
6320,10.2307/4331376,134,0.0221086761743
6321,10.2307/4331376,137,0.020702354924
6322,10.2307/4331376,158,0.0798198833972
6323,10.2307/4331376,161,0.0321792090347
6324,10.2307/4331376,172,0.00244840660755
6325,10.2307/4331376,178,0.00826710980635
6326,10.2307/4331376,179,0.0026598307757
6327,10.2307/4331376,185,0.00305131159924
6328,10.2307/4331376,187,0.0163664283993
6329,10.2307/4331376,193,0.110209585166
6330,10.2307/4331377,0,0.00305177591618
6331,10.2307/4331377,2,0.00153347944046
6332,10.2307/4331377,10,0.00146800290495
6333,10.2307/4331377,21,0.258422834374
6334,10.2307/4331377,24,0.00224556048757
6335,10.2307/4331377,25,0.065305763424
6336,10.2307/4331377,27,0.00130489147107
6337,10.2307/4331377,31,0.00230857403236
6338,10.2307/4331377,32,0.00601490661001
6339,10.2307/4331377,44,0.00177672820917
6340,10.2307/4331377,47,0.00162627602227
6341,10.2307/4331377,48,0.0230642129505
6342,10.2307/4331377,51,0.0259393903522
6343,10.2307/4331377,53,0.0253823930915
6344,10.2307/4331377,57,0.0367026324068
6345,10.2307/4331377,58,0.0222020178236
6346,10.2307/4331377,62,0.00172196510295
6347,10.2307/4331377,63,0.00943344772001
6348,10.2307/4331377,77,0.0195684237656
6349,10.2307/4331377,78,0.00708556744812
6350,10.2307/4331377,80,0.00158759525898
6351,10.2307/4331377,85,0.00417900134588
6352,10.2307/4331377,91,0.00317374856043
6353,10.2307/4331377,97,0.00153347944046
6354,10.2307/4331377,101,0.00130029201948
6355,10.2307/4331377,108,0.00465079672625
6356,10.2307/4331377,111,0.00310047665362
6357,10.2307/4331377,116,0.0013527147187
6358,10.2307/4331377,124,0.0154659019207
6359,10.2307/4331377,134,0.00928855327282
6360,10.2307/4331377,135,0.00348338156718
6361,10.2307/4331377,140,0.00294087207573
6362,10.2307/4331377,141,0.180598716635
6363,10.2307/4331377,147,0.00315860281927
6364,10.2307/4331377,158,0.0781474603745
6365,10.2307/4331377,161,0.0138626053098
6366,10.2307/4331377,163,0.00352857759202
6367,10.2307/4331377,166,0.00184479799908
6368,10.2307/4331377,174,0.00319670461066
6369,10.2307/4331377,176,0.00404137617479
6370,10.2307/4331377,177,0.0571545650785
6371,10.2307/4331377,178,0.00191793916686
6372,10.2307/4331377,179,0.0513195934062
6373,10.2307/4331377,181,0.00437593785786
6374,10.2307/4331377,185,0.00387225350927
6375,10.2307/4331377,189,0.00416637493302
6376,10.2307/4331377,192,0.0116924112818
6377,10.2307/4331377,193,0.00890642613815
6378,10.2307/4330513,15,0.0293079024108
6379,10.2307/4330513,22,0.0156794892925
6380,10.2307/4330513,25,0.0468257588266
6381,10.2307/4330513,39,0.00851452317157
6382,10.2307/4330513,41,0.0349288250614
6383,10.2307/4330513,47,0.00969055363953
6384,10.2307/4330513,48,0.145513628637
6385,10.2307/4330513,63,0.175907531577
6386,10.2307/4330513,82,0.0118282432023
6387,10.2307/4330513,123,0.00847173662296
6388,10.2307/4330513,124,0.0073962434071
6389,10.2307/4330513,125,0.0216283517194
6390,10.2307/4330513,168,0.0720540932248
6391,10.2307/4330513,177,0.116681560059
6392,10.2307/4330513,179,0.276841836307
6393,10.2307/4330513,186,0.0187297228401
6394,10.2307/4330512,15,0.0335572941728
6395,10.2307/4330512,21,0.127738457205
6396,10.2307/4330512,25,0.136085461859
6397,10.2307/4330512,48,0.0405138787985
6398,10.2307/4330512,51,0.00610501986297
6399,10.2307/4330512,58,0.0106799722998
6400,10.2307/4330512,63,0.0592718788776
6401,10.2307/4330512,77,0.007150632029
6402,10.2307/4330512,101,0.0120406239388
6403,10.2307/4330512,111,0.010345024551
6404,10.2307/4330512,114,0.00479430639418
6405,10.2307/4330512,152,0.0313989559502
6406,10.2307/4330512,158,0.0267686671674
6407,10.2307/4330512,163,0.0469971511775
6408,10.2307/4330512,167,0.0457895474309
6409,10.2307/4330512,177,0.367557524178
6410,10.2307/4330512,179,0.0284112977136
6411,10.2307/4330512,195,0.00479430639418
6412,10.2307/4330511,2,0.00402076748911
6413,10.2307/4330511,5,0.00803770816156
6414,10.2307/4330511,12,0.00377526119282
