,DOI,Topic,Weight
532,10.2307/41488454,69,0.0248057097896
533,10.2307/41488454,71,0.00516661633476
534,10.2307/41488454,73,0.00255152189097
535,10.2307/41488454,77,0.041086979318
536,10.2307/41488454,78,0.0414682078251
537,10.2307/41488454,80,0.0088425498664
538,10.2307/41488454,108,0.0025879169767
539,10.2307/41488454,109,0.0152095278637
540,10.2307/41488454,111,0.00849145097163
541,10.2307/41488454,121,0.00325258427205
542,10.2307/41488454,124,0.0376711367916
543,10.2307/41488454,126,0.00307427711401
544,10.2307/41488454,130,0.0056439940413
545,10.2307/41488454,134,0.00361377080478
546,10.2307/41488454,136,0.0102566892394
547,10.2307/41488454,145,0.0930276972522
548,10.2307/41488454,149,0.0399635098791
549,10.2307/41488454,158,0.00636917774903
550,10.2307/41488454,161,0.0226679777466
551,10.2307/41488454,163,0.00241093012297
552,10.2307/41488454,174,0.0026517822831
553,10.2307/41488454,177,0.0241439607254
554,10.2307/41488454,179,0.0347897706106
555,10.2307/41488454,185,0.0117860061813
556,10.2307/41488454,186,0.00308346346242
557,10.2307/41488454,187,0.00849145097163
558,10.2307/41488454,190,0.00931036655153
559,10.2307/41488454,193,0.00369421149028
560,10.2307/41488454,198,0.38638625745
561,10.2307/41488455,3,0.00524232692207
562,10.2307/41488455,15,0.261114529355
563,10.2307/41488455,21,0.0186971335079
564,10.2307/41488455,25,0.050821004075
565,10.2307/41488455,34,0.00677843921098
566,10.2307/41488455,47,0.00644962582053
567,10.2307/41488455,53,0.0381444939334
568,10.2307/41488455,57,0.00299966738454
569,10.2307/41488455,67,0.00440463191794
570,10.2307/41488455,103,0.15226993134
571,10.2307/41488455,108,0.0147039854948
572,10.2307/41488455,109,0.114656336924
573,10.2307/41488455,111,0.00546108712103
574,10.2307/41488455,115,0.00339872282783
575,10.2307/41488455,124,0.0381500385542
576,10.2307/41488455,126,0.0501082896014
577,10.2307/41488455,130,0.00398231136602
578,10.2307/41488455,138,0.00383818443366
579,10.2307/41488455,145,0.00291967625429
580,10.2307/41488455,158,0.0458106295227
581,10.2307/41488455,160,0.0169996522877
582,10.2307/41488455,167,0.0298864822146
583,10.2307/41488455,177,0.0560681250161
584,10.2307/41488455,179,0.0162062331727
585,10.2307/41488455,185,0.00286053368169
586,10.2307/41488455,186,0.039487853062
587,10.2307/41488455,193,0.00854007499773
588,10.2307/25650634,29,0.207316456715
589,10.2307/25650634,34,0.0307232829693
590,10.2307/25650634,46,0.0436780742158
591,10.2307/25650634,51,0.206687297669
592,10.2307/25650634,57,0.37415267733
593,10.2307/25650634,77,0.0163860591484
594,10.2307/25650634,82,0.0322320090151
595,10.2307/25650634,90,0.0257981021269
596,10.2307/25650634,127,0.0485501781902
597,10.2307/25650634,166,0.0144758626205
598,10.1007/s10739-015-9402-y,2,0.00177708161511
599,10.1007/s10739-015-9402-y,6,0.0103159639972
600,10.1007/s10739-015-9402-y,15,0.0255674658718
601,10.1007/s10739-015-9402-y,18,0.441462638423
602,10.1007/s10739-015-9402-y,24,0.00449688736533
603,10.1007/s10739-015-9402-y,25,0.0167143386708
604,10.1007/s10739-015-9402-y,31,0.0102571372781
605,10.1007/s10739-015-9402-y,38,0.00503952795005
606,10.1007/s10739-015-9402-y,47,0.00745089719984
607,10.1007/s10739-015-9402-y,48,0.0171676335696
608,10.1007/s10739-015-9402-y,51,0.00363906034537
609,10.1007/s10739-015-9402-y,53,0.0225978899486
610,10.1007/s10739-015-9402-y,55,0.00691800233028
611,10.1007/s10739-015-9402-y,62,0.00172683125561
612,10.1007/s10739-015-9402-y,67,0.0138359472178
613,10.1007/s10739-015-9402-y,77,0.0267006358795
