DOI,Relation,GeoNamesID
10.2307/4331936,content,1814991
10.2307/4331937,content,1269750
10.2307/4331422,content,6252001
10.2307/4331422,author,4929022
10.2307/4331423,content,3175395
10.2307/4331398,content,6252001
10.2307/4331399,content,3017382
10.2307/4331640,content,6252001
10.2307/4331642,content,2750405
10.2307/4331643,content,6269131
10.2307/4331643,content,2921044
10.2307/4331644,content,2921044
10.2307/4331645,content,6269131
10.2307/4331646,content,3175395
10.2307/4331646,content,3017382
10.2307/4331646,content,2921044
10.2307/4331647,content,6269131
10.2307/4331648,content,1643084
10.2307/4331002,content,6269131
10.2307/4330603,content,6252001
10.2307/4330603,author,5139865
10.2307/4330602,content,2623032
10.2307/4330602,author,4254679
10.2307/4330601,author,4407066
10.2307/4330607,author,5206379
10.2307/4330606,content,6252001
10.2307/4330606,author,5139865
10.2307/4330604,content,2921044
10.2307/4330604,author,5327684
10.2307/4330609,content,6252001
10.2307/4330609,author,4914570
10.2307/4330608,content,6269131
10.2307/4330608,author,5122432
10.2307/4330849,content,3017382
10.2307/40801951,content,4560349
10.2307/40801950,content,2077456
10.2307/40801950,author,360603
10.2307/4330843,content,2638360
10.2307/4330843,author,2643743
10.2307/40801952,content,6252001
10.2307/40801955,content,6269131
10.2307/4330847,content,3017382
10.2307/4332025,content,2921044
10.2307/4332024,content,2921044
10.2307/4332024,content,3017382
10.2307/4332026,content,4566966
10.2307/4332026,content,6252001
10.2307/4332021,content,6252001
10.2307/4332021,content,3175395
10.2307/4332023,content,6254926
10.2307/4332029,content,390903
10.2307/4330548,author,5261457
10.2307/4330549,content,2921044
10.2307/4330549,author,4839822
10.2307/4331095,content,6269131
10.2307/4331095,author,5323777
10.2307/4331094,content,2921044
10.2307/4331094,author,2653941
10.2307/4331097,content,6269131
10.2307/4331097,author,8596797
10.2307/4331093,author,4254679
10.2307/4331092,content,2921044
10.2307/4331092,author,4254679
10.2307/4331099,content,6269131
10.2307/4331705,content,2921044
10.2307/4331705,author,2950159
10.2307/4331707,content,6252001
10.2307/4331707,author,5809844
10.2307/4331254,content,390903
10.2307/4331701,content,6252001
10.2307/4331250,content,6269131
10.2307/4331709,content,2510769
10.2307/4331709,author,3117735
10.2307/4331708,content,2921044
10.2307/4331708,author,3175121
10.2307/4331259,content,5332921
10.2307/4331259,author,5341704
10.2307/4331258,author,5317058
10.2307/4331899,content,5332921
10.2307/4331899,author,5368361
10.2307/4331898,content,6269131
10.2307/4331898,author,5317058
10.2307/4331897,content,3017382
10.2307/4331896,content,2921044
10.2307/4331896,author,4407066
10.2307/4331891,content,2661886
10.2307/4331892,content,2921044
10.2307/4331411,content,6269131
10.2307/4331413,content,6252001
10.2307/4331412,content,6252001
10.2307/4331414,content,6252001
10.2307/4331417,author,2988507
10.2307/4331419,content,390903
10.2307/4331419,author,4140963
10.2307/4331418,content,2661886
10.2307/4331418,author,4931972
10.2307/4331674,content,6269131
10.2307/4331677,content,3175395
10.2307/4331670,content,3017382
10.2307/4331673,content,6252001
10.2307/4331672,content,3017382
10.2307/40271518,author,5780993
10.2307/40271519,content,6269131
10.2307/4331079,content,6252001
10.2307/4331079,author,4887398
10.2307/4331078,content,6269131
10.2307/4331078,author,4954380
10.2307/4331075,content,6252001
10.2307/4331073,content,6269131
10.2307/40271515,content,6252001
10.2307/40271515,author,5102922
10.2307/40271516,content,2750405
10.2307/40271516,author,2745912
10.2307/40271517,content,2750405
10.2307/40271517,author,2751773
10.2307/4330676,content,6269131
10.2307/4330676,author,4954380
10.2307/4330677,content,6269131
10.2307/4330677,author,5072006
10.2307/4330613,content,6269131
10.2307/4330613,author,5128581
10.2307/4330614,content,6269131
10.2307/4330614,author,4347778
10.2307/4330615,content,6269131
10.2307/4330615,author,5969782
10.2307/4330616,content,3017382
10.2307/4330616,author,5969423
10.2307/4330617,content,6269131
10.2307/4330617,author,5128581
10.2307/4330618,content,2921044
10.2307/4330618,author,4887398
10.2307/4330670,content,6269131
10.2307/4330670,author,4351977
10.2307/4330671,content,6269131
10.2307/4330671,author,4560349
10.2307/4330856,content,2510769
10.2307/4330856,author,4562144
10.2307/4330857,content,6252001
10.2307/4330857,author,5258393
10.2307/4330855,content,2750405
10.2307/4330855,author,5574991
10.2307/4330852,content,390903
10.2307/4330951,content,2921044
10.2307/4330773,content,6269131
10.2307/4330773,author,6058560
10.2307/4330954,content,1814991
10.2307/29737552,content,2921044
10.2307/29737552,content,6269131
10.2307/29737553,content,6269131
10.2307/29737550,content,3017382
10.2307/29737550,author,5341704
10.2307/29737551,author,2655984
10.2307/29737556,content,6252001
10.2307/29737557,content,5744337
10.2307/29737554,content,6269131
10.2307/29737555,content,6252001
10.2307/4332032,content,2782113
10.2307/4332032,author,4254679
10.2307/4332033,content,2653941
10.2307/4332033,author,4990729
10.2307/4332030,content,3017382
10.2307/4332030,author,4508722
10.2307/4332031,content,2761369
10.2307/4332031,author,4931972
10.2307/4332034,content,6252001
10.2307/4331745,content,6252001
10.2307/4331746,content,6269131
10.2307/4331746,content,2510769
10.2307/4331746,content,2661886
10.2307/41488386,content,6269131
10.2307/41488386,author,5992500
10.2307/41488387,content,390903
10.2307/41488387,author,5419384
10.2307/41488387,content,3169070
10.2307/41488387,author,5419384
10.2307/41488385,author,2172517
10.2307/41488430,content,3017382
10.2307/41488430,author,2990969
10.2307/41488431,content,6251999
10.2307/41488431,author,2618425
10.2307/41488432,author,2643743
10.2307/41488388,content,953987
10.2307/41488388,author,3369157
10.2307/41488388,content,953987
10.2307/41488388,author,2650225
10.2307/41488389,content,953987
10.2307/41488389,author,2640729
10.2307/4330872,content,6269131
10.2307/4330872,content,6269131
10.2307/40801949,content,1861060
10.2307/40801949,author,4347778
10.1007/s10739-012-9345-5,content,6269131
10.1007/s10739-012-9345-5,author,4543762
10.1007/s10739-012-9342-8,content,4887398
10.1007/s10739-012-9342-8,author,4791160
10.1007/s10739-012-9343-7,content,6252001
10.1007/s10739-012-9343-7,author,2636512
10.1007/s10739-012-9343-7,content,6269131
10.1007/s10739-012-9343-7,author,2636512
10.1007/s10739-012-9347-3,content,6252001
10.1007/s10739-012-9347-3,author,4174715
10.1007/s10739-012-9348-2,content,6252001
10.1007/s10739-012-9348-2,author,1880252
10.1007/s10739-013-9372-x,author,2756669
10.2307/4331990,content,2921044
10.2307/4331990,author,5132103
10.2307/4331991,content,6269131
10.2307/4331991,author,2950159
10.2307/4331992,content,6269131
10.2307/4331992,author,5351247
10.2307/4331992,content,6269131
10.2307/4331992,author,2650188
10.2307/4331993,content,6269131
10.2307/4331993,author,281184
10.2307/4331082,content,6269131
10.2307/4331082,author,4747845
10.2307/4331083,content,3017382
10.2307/4331083,content,2921044
10.2307/4331080,content,4887398
10.2307/4331080,author,5525577
10.2307/4331081,content,3017382
10.2307/4331081,author,4464368
10.2307/4331086,content,2510769
10.2307/4331087,content,2510769
10.2307/4331244,author,4747845
10.2307/4331246,content,390903
10.2307/4331246,author,5368361
10.2307/4331247,content,6252001
10.2307/4331716,content,6252001
10.2307/4331242,content,6269131
10.2307/4331242,author,4747845
10.2307/4331715,content,6269131
10.2307/4331719,content,4155751
10.2307/4331719,content,4482348
10.2307/4331888,content,6269131
10.2307/4331888,content,3017382
10.2307/4331882,content,6269131
10.2307/4331883,content,6252001
10.2307/4331880,content,6269131
10.2307/4331881,content,6269131
10.2307/4331886,content,1814991
10.2307/4331887,content,6269131
10.2307/4331885,content,6252001
10.2307/4331885,content,953987
10.2307/4331406,content,6269131
10.2307/4331406,author,2988507
10.2307/4331407,author,4931972
10.2307/4331404,author,2653941
10.2307/4331405,content,6254926
10.2307/4331405,author,2766824
10.2307/4331402,author,2653941
10.2307/4331402,author,2988507
10.2307/4331403,content,5332921
10.2307/4331403,author,5102922
10.2307/25650648,content,6252001
10.2307/25650646,content,6269131
10.2307/25650647,content,6269131
10.2307/25650644,author,6077243
10.2307/25650645,author,5102922
10.2307/25650642,content,6252001
10.2307/25650642,author,4699066
10.2307/25650643,content,6252001
10.2307/25650643,author,2636910
10.2307/25650641,content,6269131
10.2307/4331669,content,2921044
10.2307/4331662,content,6252001
10.2307/4331662,author,4469146
10.2307/4331663,content,6252001
10.2307/4331663,author,2147714
10.2307/4331661,content,6252001
10.2307/4331661,author,5574991
10.2307/4331666,content,3017382
10.2307/4331516,content,1814991
10.2307/4331664,content,2264397
10.2307/4331664,author,2270229
10.2307/4331664,content,2264397
10.2307/4331664,author,2267057
10.2307/4330590,author,4931972
10.2307/4330597,content,3017382
10.2307/4330597,author,1735106
10.2307/4330597,content,2658434
10.2307/4330597,author,1735106
10.2307/4331069,content,6252001
10.2307/4331069,author,5454711
10.2307/4330595,content,3175395
10.2307/4330595,author,5809844
10.2307/4330594,content,2921044
10.2307/4330594,author,4560349
10.2307/4331065,content,3017382
10.2307/4331065,author,4747845
10.2307/4331065,content,3017382
10.2307/4331065,author,3021372
10.2307/4331066,content,6269131
10.2307/4331066,author,4984029
10.2307/4331067,content,6269131
10.2307/4331067,author,4930956
10.2307/4331060,content,3017382
10.2307/4331060,content,2658434
10.2307/4331511,content,6252001
10.2307/4331511,author,4140963
10.2307/4330915,content,6252001
10.2307/4330913,content,3017382
10.2307/4330912,content,1814991
10.2307/4330910,content,6252001
10.2307/4330919,content,6252001
10.2307/4330919,author,4991640
10.2307/4330918,content,6269131
10.2307/4330628,content,2921044
10.2307/4330625,author,2643743
10.2307/4330624,content,2510769
10.2307/4330624,author,4930956
10.2307/4330627,content,3017382
10.2307/4330627,author,4347778
10.2307/4330627,content,2782113
10.2307/4330627,author,4347778
10.2307/4330626,author,5139865
10.2307/4330623,content,2510769
10.2307/4330623,author,4834157
10.2307/4330622,content,3017382
10.2307/4330822,content,2782113
10.2307/4330820,content,6269131
10.2307/4330827,content,2661886
10.2307/4330825,content,3175395
10.2307/29737549,author,6354908
10.2307/29737548,content,6269131
10.2307/29737548,author,8469294
10.2307/29737548,content,6252001
10.2307/29737548,author,8469294
10.2307/29737547,content,2921044
10.2307/29737547,author,2661552
10.2307/29737547,content,6269131
10.2307/29737547,author,2661552
10.2307/29737546,content,953987
10.2307/29737546,author,964137
10.2307/29737541,content,6252001
10.2307/4330962,content,3017382
10.2307/41488429,content,6252001
10.2307/41488428,content,6252001
10.2307/41488428,author,293788
10.2307/41488391,content,2077456
10.2307/41488391,author,2147714
10.2307/41488390,content,6252001
10.2307/41488390,author,2950159
10.2307/41488420,content,3175395
10.2307/41488426,content,2618425
10.2307/41488397,content,6252001
10.2307/4330960,content,6269131
10.2307/4330960,author,8469294
10.2307/4330720,content,6252001
10.2307/4331712,content,6252001
10.2307/4331245,content,6252001
10.2307/4331245,author,4887398
10.2307/4331710,content,6252001
10.2307/4331710,author,5037649
10.2307/4331711,content,2921044
10.2307/4331270,content,2921044
10.2307/4331273,content,6269131
10.2307/4331272,content,6269131
10.2307/4331714,content,3658931
10.2307/4331279,content,6252001
10.2307/4331279,author,5381396
10.2307/4331278,content,6252001
10.2307/4331278,author,4747845
10.2307/4331243,content,2921044
10.2307/4331243,author,5351247
10.2307/4331877,content,6252001
10.2307/4331877,author,2950159
10.2307/4331876,content,953987
10.2307/4331875,content,2921044
10.2307/4331875,author,4509177
10.2307/4331874,content,6269131
10.2307/4331874,author,2641170
10.2307/4331871,content,6269131
10.2307/4331870,content,3469034
10.2307/4331878,content,6269131
10.2307/4331189,content,6269131
10.2307/4331189,author,2161608
10.2307/4331188,content,6269131
10.2307/4331183,content,2921044
10.2307/4331180,content,2921044
10.2307/4331187,content,6269131
10.2307/4331479,content,3017382
10.2307/4331479,author,2988507
10.2307/4331479,content,3017382
10.2307/4331479,author,4747845
10.2307/4331478,content,6269131
10.2307/4331478,author,5128581
10.2307/4331473,content,6269131
10.2307/4331472,content,3017382
10.2307/4331471,content,4155751
10.2307/4331470,content,5332921
10.2307/4331477,content,2761369
10.2307/4331477,author,4347778
10.2307/4331476,author,4347778
10.2307/4331983,content,2510769
10.2307/4331983,content,6252001
10.2307/4331982,content,6269131
10.2307/4331982,content,6252001
10.2307/4331981,content,6252001
10.2307/4331986,content,6252001
10.2307/4331985,content,1861060
10.2307/4331984,content,6252001
10.2307/4331989,content,6269131
10.2307/4331989,author,4991640
10.2307/4331697,content,6252001
10.2307/4331696,content,6269131
10.2307/4331695,content,6269131
10.2307/4331690,content,6252001
10.2307/4331698,content,2017370
10.2307/4331507,author,5097751
10.2307/4331058,content,6269131
10.2307/4330582,content,6269131
10.2307/4330582,author,5139865
10.2307/4330583,content,3017382
10.2307/4330583,author,4914570
10.2307/4331502,content,6252001
10.2307/4330586,content,6269131
10.2307/4330586,author,2637487
10.2307/4331051,content,6252001
10.2307/4331051,author,5327684
10.2307/4331050,author,5327684
10.2307/40271534,content,6269131
10.2307/40271535,content,6269131
10.2307/40271535,author,3413829
10.2307/40271532,content,6252001
10.2307/40271532,author,5720727
10.2307/40271533,content,3017382
10.2307/40271533,author,6167865
10.2307/40271533,content,6269131
10.2307/40271533,author,6167865
10.2307/4331509,content,6269131
10.2307/4331509,author,5317058
10.2307/4331508,content,6269131
10.2307/4331508,author,2655603
10.2307/4330905,content,6269131
10.2307/4330905,author,4180386
10.2307/4330906,content,6269131
10.2307/4330906,author,2950159
10.2307/4330907,content,6252001
10.2307/4330907,author,5101717
10.2307/4330900,content,3175395
10.2307/4330901,content,6269131
10.2307/4330908,content,6269131
10.2307/4330908,author,3143244
10.2307/4330909,author,4931972
10.2307/4330638,content,6252001
10.2307/4330639,content,390903
10.2307/4330639,author,4407066
10.2307/4330632,content,2638360
10.2307/4330632,author,5261457
10.2307/4330633,content,2658434
10.2307/4330633,author,4931972
10.2307/4330636,author,4843786
10.2307/4330634,content,6269131
10.2307/4330634,author,4560349
10.2307/4330635,content,6269131
10.2307/4330635,author,5967629
10.2307/4330831,content,6269131
10.2307/4330832,content,6269131
10.2307/4330832,author,4931972
10.2307/4330833,author,2653941
10.2307/4330834,content,6269131
10.2307/4330834,author,4931972
10.2307/4330835,content,3017382
10.2307/4330835,author,4560349
10.2307/4330836,content,6269131
10.2307/4330838,content,6269131
10.1007/s10739-012-9338-4,content,2658434
10.1007/s10739-012-9338-4,author,4887398
10.1007/s10739-012-9341-9,content,2921044
10.1007/s10739-012-9341-9,author,3530139
10.1007/s10739-012-9341-9,content,6269131
10.1007/s10739-012-9341-9,author,3530139
10.1007/s10739-012-9339-3,content,6252001
10.1007/s10739-012-9339-3,author,5327684
10.2307/42628791,author,2950159
10.1007/s10739-013-9361-0,content,6252001
10.2307/29737444,content,6252001
10.2307/29737444,author,5102922
10.2307/29737445,content,6252001
10.2307/29737446,content,6269131
10.2307/29737446,author,2653941
10.2307/29737447,content,3017382
10.2307/29737447,author,2968705
10.2307/29737443,content,6252001
10.2307/29737443,author,5102922
10.2307/29737443,content,6252001
10.2307/29737443,author,3117735
10.2307/29737443,content,6269131
10.2307/29737443,author,5102922
10.2307/29737443,content,6269131
10.2307/29737443,author,3117735
10.2307/29737443,content,3017382
10.2307/29737443,author,5102922
10.2307/29737443,content,3017382
10.2307/29737443,author,3117735
10.2307/29737443,content,2658434
10.2307/29737443,author,5102922
10.2307/29737443,content,2658434
10.2307/29737443,author,3117735
10.2307/29737448,content,2658434
10.2307/29737448,author,3117735
10.2307/29737449,content,6252001
10.2307/41488418,content,6252001
10.2307/41488419,content,6269131
10.2307/41488416,content,1861060
10.2307/41488416,author,5123459
10.2307/41488417,content,6252001
10.2307/41488414,author,5946768
10.2307/41488415,content,6252001
10.2307/41488415,author,5102922
10.2307/41488412,content,6269131
10.2307/41488412,author,5261457
10.2307/41488412,content,6269131
10.2307/41488412,author,4887398
10.2307/41488413,content,2750405
10.2307/41488413,author,2751773
10.2307/4331767,content,6269131
10.2307/4331817,content,2077456
10.2307/4331763,content,6252001
10.2307/4331810,content,6252001
10.2307/4331760,content,6252001
10.2307/4331760,author,5574991
10.1007/s10739-012-9326-8,author,4265737
10.1007/s10739-012-9319-7,content,3017392
10.1007/s10739-012-9319-7,author,5720727
10.1007/s10739-012-9319-7,content,6269131
10.1007/s10739-012-9319-7,author,5720727
10.1007/s10739-012-9349-1,content,3017382
10.1007/s10739-012-9349-1,author,2797656
10.1007/s10739-012-9349-1,content,6269131
10.1007/s10739-012-9349-1,author,2797656
10.1007/s10739-012-9335-7,content,3017382
10.1007/s10739-012-9335-7,author,2950159
10.1007/s10739-013-9356-x,content,6252001
10.1007/s10739-013-9357-9,content,6252001
10.1007/s10739-013-9357-9,content,1861060
10.1007/s10739-013-9358-8,content,6252001
10.2307/4331268,author,4747845
10.2307/4331266,content,2623032
10.2307/4331266,author,4839366
10.2307/4331267,content,6252001
10.2307/4331267,author,4560349
10.2307/4331264,author,4747845
10.2307/4331265,content,6252001
10.2307/4331265,author,4560349
10.2307/4331262,author,4747845
10.2307/4331263,content,6252001
10.2307/4331263,author,4839366
10.2307/4331260,content,6252001
10.2307/4331864,content,3175395
10.2307/4331866,content,6252001
10.2307/4331867,content,3017382
10.2307/4331861,content,6252001
10.2307/4331862,content,3562981
10.2307/4331862,content,4566966
10.2307/4331863,content,6252001
10.2307/40802750,content,6254928
10.2307/40802751,content,6252001
10.2307/4331868,content,6252001
10.2307/4331869,content,3865483
10.2307/4331198,content,2921044
10.2307/4331190,author,281184
10.2307/4331191,content,3077311
10.2307/4331191,author,3169070
10.2307/4331192,content,6252001
10.2307/4331192,author,5398563
10.2307/4331193,content,6252001
10.2307/4331193,content,6269131
10.2307/4331195,content,2510769
10.2307/4331196,content,3017382
10.2307/4331197,content,6252001
10.2307/4331197,content,1861060
10.2307/4331469,content,6252001
10.2307/4331460,content,6252001
10.2307/4331463,content,6252001
10.2307/4331463,author,5809844
10.2307/4331464,content,6252001
10.2307/4331464,author,4846834
10.2307/4331465,content,6252001
10.2307/4331465,author,5741646
10.2307/4331466,author,5341704
10.2307/4331467,content,6269131
10.2307/4331467,author,2820860
10.2307/40271521,content,5128638
10.2307/40271523,content,6252001
10.2307/40271522,content,6252001
10.2307/40271526,content,2510769
10.2307/25650624,content,6252001
10.2307/25650624,author,2643743
10.2307/25650625,content,6269131
10.2307/25650625,author,2267057
10.2307/25650626,content,6269131
10.2307/25650626,author,3530597
10.2307/25650627,content,2750405
10.2307/25650627,author,4407066
10.2307/25650627,content,2750405
10.2307/25650627,author,3177090
10.2307/4331995,content,6269131
10.2307/4331995,content,3017382
10.2307/4331995,content,2264397
10.2307/4331995,content,2510769
10.2307/4331995,content,2750405
10.2307/4331996,content,6269131
10.2307/4331997,content,6269131
10.2307/4331998,content,6252001
10.2307/4331999,content,3017382
10.2307/25650628,content,6252001
10.2307/25650628,author,4347778
10.2307/25650629,content,6252001
10.2307/4331684,content,6269131
10.2307/4331684,author,8516282
10.2307/4331685,content,6269131
10.2307/4331685,author,2525068
10.2307/4331686,content,2921044
10.2307/4331686,author,4254679
10.2307/4331687,content,6252001
10.2307/4331682,author,5317058
10.2307/4331683,content,6269131
10.2307/4331683,author,2650188
10.2307/4331688,content,6269131
10.2307/4331688,author,8469294
10.2307/4331689,content,6269131
10.2307/4331689,author,2950159
10.2307/4331515,content,6252001
10.2307/4331044,content,390903
10.2307/4331044,content,6252001
10.2307/4331044,content,2921044
10.2307/4331045,content,6269131
10.2307/4331042,content,2510769
10.2307/4331042,author,2509954
10.2307/4331040,content,2921044
10.2307/4331040,author,4929022
10.2307/4331041,content,3017382
10.2307/4331041,author,2657896
10.2307/4331518,content,6252001
10.2307/4331519,content,5101760
10.2307/4331049,content,6252001
10.2307/4331049,author,4543762
10.2307/4330931,content,6252001
10.2307/4330931,author,5809844
10.2307/4330933,content,3175395
10.2307/4330933,author,4560349
10.2307/4330932,content,2921044
10.2307/4330932,author,4347778
10.2307/4330935,content,6269131
10.2307/4330934,author,5525577
10.2307/4330939,content,2638360
10.2307/4330489,content,6269131
10.2307/4330489,author,4407066
10.2307/4330488,content,2921044
10.2307/4330488,author,4254679
10.2307/4330485,content,2017370
10.2307/4330485,author,4931972
10.2307/4330484,content,2750405
10.2307/4330484,author,5206379
10.2307/4330487,content,6269131
10.2307/4330487,author,4931972
10.2307/4330486,content,2077456
10.2307/4330486,author,4931972
10.2307/4330808,content,6269131
10.2307/4330805,content,6252001
10.2307/4330805,author,5128581
10.2307/4330804,content,3017382
10.2307/4330804,author,5720727
10.2307/4330807,content,3017382
10.2307/4330806,content,2017370
10.2307/4330801,content,6269131
10.2307/4330801,author,2655603
10.2307/4330800,content,3658931
10.2307/4330800,author,2655603
10.2307/4330803,content,3017382
10.2307/4330803,author,4984247
10.2307/4330802,content,390903
10.2307/4330802,author,5263045
10.2307/4331068,content,6252001
10.2307/4331068,author,6167865
10.2307/4330596,content,2638360
10.2307/4330596,author,5122432
10.2307/4330599,content,2017370
10.2307/4330599,author,5180225
10.2307/4330598,author,5206379
10.2307/29737456,content,6252001
10.2307/29737455,content,6252001
10.2307/29737454,content,5843591
10.2307/29737453,content,4155751
10.2307/29737452,content,5368361
10.2307/29737451,content,6252001
10.2307/29737450,content,6269131
10.2307/41488401,content,6269131
10.2307/41488401,author,2176632
10.2307/41488400,content,2921044
10.2307/41488400,author,2792482
10.2307/41488403,content,2921044
10.2307/41488403,author,2751773
10.1007/s10739-012-9344-6,content,2921044
10.1007/s10739-012-9344-6,author,5327684
10.1007/s10739-012-9344-6,content,2921044
10.1007/s10739-012-9344-6,author,5102922
10.2307/41488405,content,6269131
10.2307/41488404,content,798544
10.2307/41488404,author,3094802
10.2307/41488407,content,6252001
10.2307/41488406,content,6252001
10.2307/41488409,content,6269131
10.1007/s10739-012-9337-5,content,390903
10.1007/s10739-012-9337-5,author,5720727
10.1007/s10739-012-9337-5,content,390903
10.1007/s10739-012-9337-5,author,4254679
10.1007/s10739-012-9337-5,content,3169070
10.1007/s10739-012-9337-5,author,5720727
10.1007/s10739-012-9337-5,content,3169070
10.1007/s10739-012-9337-5,author,4254679
10.2307/4331218,content,6269131
10.2307/4331218,author,5122432
10.2307/4331210,content,3017382
10.2307/4331217,content,6269131
10.2307/4331217,author,2650225
10.2307/4331215,content,1861060
10.2307/4331215,author,4560349
10.2307/41653576,content,6252001
10.2307/4331851,content,6269131
10.2307/4331851,author,4887398
10.2307/4331850,content,2921044
10.2307/4331850,author,4174715
10.2307/4331853,content,6269131
10.2307/4331853,author,5206379
10.2307/4331852,content,3017382
10.2307/4331852,author,3530597
10.2307/40802749,content,6252001
10.2307/40802748,content,6252001
10.2307/40802748,content,6269131
10.2307/4331856,content,6252001
10.2307/40802745,content,6269131
10.2307/40802744,content,6269131
10.2307/40802744,author,4487042
10.2307/40802747,content,4361885
10.2307/40802746,content,6269131
10.2307/40802741,content,1861060
10.2307/40802741,author,5122432
10.2307/40802741,content,6252001
10.2307/40802741,author,5122432
10.2307/40802741,content,1605651
10.2307/40802741,author,5122432
10.2307/40802740,author,5317058
10.2307/40802743,content,6269131
10.2307/40802743,author,5327684
10.2307/40802742,content,6252001
10.2307/40802742,author,3117735
10.2307/4331327,author,4347778
10.2307/4331326,author,2988507
10.2307/4331325,content,6252001
10.2307/4331324,content,6252001
10.2307/4331324,author,6077243
10.2307/4331324,content,3175395
10.2307/4331324,author,6077243
10.2307/4331451,content,3469034
10.2307/4331451,author,2988507
10.2307/4331450,content,6252001
10.2307/4331453,content,6252001
10.2307/4331453,author,4931972
10.2307/4331453,content,2017370
10.2307/4331453,author,4931972
10.2307/4331452,author,4930956
10.2307/4331458,content,6269131
10.2307/4331329,content,2623032
10.2307/4331328,author,6077243
10.2307/4330961,content,6252001
10.2307/4330743,content,6269131
10.2307/4330743,author,5072006
10.2307/40271554,content,5391959
10.2307/40271555,content,6252001
10.2307/40271550,content,6252001
10.2307/40271550,author,4180386
10.2307/40271551,content,2921044
10.2307/40271551,author,2751773
10.2307/40271552,content,6269131
10.2307/40271552,content,2017370
10.2307/40271553,content,3170647
10.2307/40271553,content,2988507
10.2307/40271553,content,2643743
10.2307/40271558,content,6269131
10.2307/40271558,author,2644688
10.2307/40271559,content,6252001
10.2307/40271559,author,5812944
10.2307/25650636,content,6252001
10.2307/25650635,content,6252001
10.2307/25650634,content,6252001
10.2307/25650633,content,6252001
10.2307/25650630,content,6252001
10.2307/4331520,content,2921044
10.2307/4331523,content,2921044
10.2307/4331523,author,4407066
10.2307/4331523,content,6252001
10.2307/4331523,author,4407066
10.2307/4331525,content,6269131
10.2307/4331525,author,2653117
10.2307/4331524,content,6252001
10.2307/4331524,author,5392952
10.2307/4331527,author,4780837
10.2307/4331529,author,4156404
10.2307/4331528,content,6269131
10.2307/4331528,author,5128581
10.2307/4331039,content,6252001
10.2307/4331039,author,4350635
10.2307/4331038,content,6269131
10.2307/4331038,author,4558942
10.2307/4330496,content,2782113
10.2307/4330496,author,3078610
10.2307/4330497,author,5206379
10.2307/4330494,content,6252001
10.2307/4330495,content,2750405
10.2307/4330495,author,4560349
10.2307/4330493,content,2921044
10.2307/4330493,author,4931972
10.2307/4330490,content,3017382
10.2307/4330490,author,2988507
10.2307/4330491,content,3017382
10.2307/4331147,content,6269131
10.2307/4331147,author,4887398
10.2307/4331146,content,6252001
10.2307/4331146,author,5393052
10.2307/4331145,content,6252001
10.2307/4331145,author,6167865
10.2307/4331144,content,6269131
10.2307/4331144,author,2650225
10.2307/4331143,content,6269131
10.2307/4331143,author,2191562
10.2307/4331142,author,5327684
10.2307/4331141,content,6269131
10.2307/4331141,author,5102922
10.2307/4331141,content,3017382
10.2307/4331141,author,5102922
10.2307/4330499,content,5102922
10.2307/4330499,author,4407066
10.2307/4330499,content,5102922
10.2307/4330499,author,4931972
10.2307/4330818,content,6269131
10.2307/4330818,author,2655603
10.2307/4330819,content,235616
10.2307/4330819,author,5216774
10.2307/4330810,content,6252001
10.2307/4330811,content,3017382
10.2307/4330816,content,6269131
10.2307/4330816,author,4887398
10.2307/4330817,content,6269131
10.2307/4330817,author,4931972
10.2307/4330815,content,6269131
10.2307/4330815,author,4520760
10.2307/4330926,content,6251999
10.2307/4330924,content,6269131
10.2307/4330922,content,6252001
10.2307/4330922,author,5258393
10.2307/4330922,content,6251999
10.2307/4330922,author,5258393
10.2307/4330923,author,8469294
10.2307/4330920,content,6269131
10.2307/4330920,author,5969782
10.2307/4330921,content,2661886
10.2307/4330921,author,2153770
10.2307/4330921,content,2921044
10.2307/4330921,author,2153770
10.2307/4331397,content,6252001
10.2307/4330588,content,1275004
10.2307/4330588,author,4834157
10.2307/29737468,content,6252001
10.2307/29737468,author,4174715
10.2307/29737469,content,6252001
10.2307/29737463,author,5363943
10.2307/4331496,content,6252001
10.2307/4331496,author,4351977
10.2307/4331496,content,6252001
10.2307/4331496,author,4142643
10.2307/4331496,content,2638360
10.2307/4331496,author,4351977
10.2307/4331496,content,2638360
10.2307/4331496,author,4142643
10.2307/29737466,content,2017370
10.2307/29737466,author,4839366
10.2307/29737467,content,6252001
10.2307/29737467,author,4574989
10.2307/29737467,content,6269131
10.2307/29737467,author,4574989
10.2307/29737464,content,6269131
10.2307/29737464,author,6167865
10.2307/29737465,content,6269131
10.2307/29737465,author,2649808
10.2307/4330589,content,2017370
10.2307/4330739,content,3017382
10.2307/4331392,content,6252001
10.2307/4331392,author,4931972
10.2307/4331393,content,6252001
10.1007/s10739-012-9346-4,content,6252001
10.1007/s10739-012-9346-4,author,3170647
10.2307/4330675,content,6269131
10.2307/4330675,author,4351977
10.2307/29737480,content,390903
10.2307/29737480,author,4744709
10.2307/29737481,content,6269131
10.2307/29737481,author,4954801
10.2307/29737482,content,2921044
10.2307/29737482,author,4254679
10.2307/29737483,content,6269131
10.2307/29737483,author,4142643
10.2307/29737484,content,6252001
10.2307/29737484,author,4543762
10.2307/29737485,content,6252001
10.2307/29737485,content,6269131
10.2307/29737486,content,2661886
10.2307/29737487,content,6252001
